name,position,player_url,age,minutes,transfer,transfer_url,height,foot,birthplace,main_pos,2nd_pos,3rd_pos,club,club_url
Jack Smith,Midfield,https://www.transfermarkt.co.uk/jack-smith/profil/spieler/632378,23.0,222,Joined from Dartford FC,https://www.transfermarkt.co.uk/dartford-fc/startseite/verein/4074/saison_id/2024,1.85,right,Hertford,Defensive Midfield,Right Midfield,Central Midfield,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Dylan Adjei-Hersey,Midfield,https://www.transfermarkt.co.uk/dylan-adjei-hersey/profil/spieler/802630,22.0,749,Unknown,,,Unknown,Unknown,Unknown,,,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Nana Owusu,Midfield,https://www.transfermarkt.co.uk/nana-owusu/profil/spieler/257444,28.0,9,Joined from Walton & Hersham FC,https://www.transfermarkt.co.uk/walton-amp-hersham-fc/startseite/verein/3786/saison_id/2024,1.81,right,Unknown,Left Midfield,Right Midfield,Left-Back,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Scott Thomas,Midfield,https://www.transfermarkt.co.uk/scott-thomas/profil/spieler/382820,34.0,539,Unknown,,,right,Aylesbury,Central Midfield,,,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Louis Birch,Midfield,https://www.transfermarkt.co.uk/louis-birch/profil/spieler/385853,26.0,0,Unknown,,,Unknown,London,Central Midfield,,,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Andreas Aranganathan,Midfield,https://www.transfermarkt.co.uk/andreas-aranganathan/profil/spieler/855307,19.0,0,Unknown,,,Unknown,Unknown,Central Midfield,Attacking Midfield,Centre-Forward,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Alfie Tuck,Midfield,https://www.transfermarkt.co.uk/alfie-tuck/profil/spieler/1005850,18.0,548,"On loan from Queens Park Rangers U18 until Jan 4, 2025",https://www.transfermarkt.co.uk/queens-park-rangers-u18/kadernaechstesaison/verein/12805/saison_id/2024,,left,Unknown,Central Midfield,,,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Ollie Knight,Midfield,https://www.transfermarkt.co.uk/ollie-knight/profil/spieler/636912,27.0,668,Unknown,,,Unknown,Unknown,Left Midfield,,,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Sam Youngs,Midfield,https://www.transfermarkt.co.uk/sam-youngs/profil/spieler/408716,33.0,922,Unknown,,,Unknown,Unknown,Central Midfield,,,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Lewis Taaffe,Midfield,https://www.transfermarkt.co.uk/lewis-taaffe/profil/spieler/347893,33.0,61,Unknown,,1.78,right,London,Right Midfield,Right Winger,Centre-Forward,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Billy Leonard,Midfield,https://www.transfermarkt.co.uk/billy-leonard/profil/spieler/1305091,22.0,1110,Joined from Hendon FC,https://www.transfermarkt.co.uk/hendon-fc/startseite/verein/3683/saison_id/2024,,Unknown,Unknown,Central Midfield,,,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Ernaldo Krasniqi,Midfield,https://www.transfermarkt.co.uk/ernaldo-krasniqi/profil/spieler/854823,21.0,178,Joined from Oxford City,https://www.transfermarkt.co.uk/oxford-city/startseite/verein/22563/saison_id/2024,1.93,right,London,Defensive Midfield,Centre-Back,,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Tyler Blackwood,Attack,https://www.transfermarkt.co.uk/tyler-blackwood/profil/spieler/380916,33.0,0,Unknown,,1.88,right,London,Centre-Forward,Left Winger,Right Winger,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Herson Alves,Attack,https://www.transfermarkt.co.uk/herson-alves/profil/spieler/475903,27.0,11,Unknown,,1.79,right,Gibraltar,Left Winger,Centre-Forward,Right Winger,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Michael Folivi,Attack,https://www.transfermarkt.co.uk/michael-folivi/profil/spieler/479939,26.0,310,Joined from Hemel Hempstead Town,https://www.transfermarkt.co.uk/hemel-hempstead-town/startseite/verein/17980/saison_id/2024,1.8,right,London,Centre-Forward,Second Striker,,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Harry Ottaway,Attack,https://www.transfermarkt.co.uk/harry-ottaway/profil/spieler/979283,35.0,370,Joined from Without Club,https://www.transfermarkt.co.uk/without-club/startseite/verein/515/saison_id/2024,1.81,Unknown,Unknown,Centre-Forward,,,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Tarrelle Whittaker,Attack,https://www.transfermarkt.co.uk/tarrelle-whittaker/profil/spieler/653701,22.0,20,Joined from Hemel Hempstead Town,https://www.transfermarkt.co.uk/hemel-hempstead-town/startseite/verein/17980/saison_id/2024,1.7,right,London,Right Winger,Left Winger,,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Ruben Shakpoke,Attack,https://www.transfermarkt.co.uk/ruben-shakpoke/profil/spieler/670849,20.0,65,Joined from Without Club,https://www.transfermarkt.co.uk/without-club/startseite/verein/515/saison_id/2024,,Unknown,Unknown,Centre-Forward,,,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Obidinma Onyeagwara,Attack,https://www.transfermarkt.co.uk/obidinma-onyeagwara/profil/spieler/1112786,,0,Unknown,,,Unknown,London,Centre-Forward,,,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Reece Beckles,Attack,https://www.transfermarkt.co.uk/reece-beckles/profil/spieler/297628,29.0,348,Unknown,,1.81,right,London,Centre-Forward,Right Winger,Left Winger,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Lennon Peake,Attack,https://www.transfermarkt.co.uk/lennon-peake/profil/spieler/614397,22.0,1004,Joined from Hornchurch FC,https://www.transfermarkt.co.uk/hornchurch-fc/startseite/verein/3868/saison_id/2024,1.77,left,Unknown,Left Winger,Right Winger,,Enfield Town,https://www.transfermarkt.co.uk/enfield-town/leistungsdaten/verein/8665
Ryan Gosney,Goalkeeper,https://www.transfermarkt.co.uk/ryan-gosney/profil/spieler/1305077,33.0,446,Unknown,,,Unknown,Unknown,Goalkeeper,,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Alex Rutter,Goalkeeper,https://www.transfermarkt.co.uk/alex-rutter/profil/spieler/663251,23.0,0,Joined from Harland & Wolff Welders FSC,https://www.transfermarkt.co.uk/harland-amp-wolff-welders-fsc/startseite/verein/41137/saison_id/2024,,Unknown,Unknown,Goalkeeper,,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Dan Lincoln,Goalkeeper,https://www.transfermarkt.co.uk/dan-lincoln/profil/spieler/245774,29.0,180,Joined from Without Club,https://www.transfermarkt.co.uk/without-club/startseite/verein/515/saison_id/2024,1.8,right,Frimley,Goalkeeper,,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Dylan Christie,Goalkeeper,https://www.transfermarkt.co.uk/dylan-christie/profil/spieler/1335758,,0,Unknown,,1.8,Unknown,Unknown,Goalkeeper,,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Luke Wilkinson,Defender,https://www.transfermarkt.co.uk/luke-wilkinson/profil/spieler/129013,34.0,821,Joined from Woking FC,https://www.transfermarkt.co.uk/woking-fc/startseite/verein/2796/saison_id/2024,1.88,right,Wells,Centre-Back,Right-Back,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Sido Jombati,Defender,https://www.transfermarkt.co.uk/sido-jombati/profil/spieler/191620,37.0,1243,Unknown,,1.93,right,Lisboa,Right-Back,Centre-Back,Left-Back,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Jordan Thomas,Defender,https://www.transfermarkt.co.uk/jordan-thomas/profil/spieler/563306,23.0,667,On loan from Yeovil Town,https://www.transfermarkt.co.uk/yeovil-town/startseite/verein/972/saison_id/2024,1.79,right,London,Right-Back,,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Tom Bragg,Defender,https://www.transfermarkt.co.uk/tom-bragg/profil/spieler/673197,22.0,0,Unknown,,1.88,right,Eastleigh,Centre-Back,Defensive Midfield,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Dinesh Gillela,Defender,https://www.transfermarkt.co.uk/dinesh-gillela/profil/spieler/688927,24.0,0,Unknown,,,right,Camberley,Right-Back,,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Nassim Kherbouche,Defender,https://www.transfermarkt.co.uk/nassim-kherbouche/profil/spieler/731761,22.0,0,Unknown,,1.94,Unknown,London,Centre-Back,,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Tom Leggett,Defender,https://www.transfermarkt.co.uk/tom-leggett/profil/spieler/303185,28.0,793,Unknown,,1.78,right,Unknown,Right-Back,Right Midfield,Left-Back,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Joshua Sommerton,Defender,https://www.transfermarkt.co.uk/joshua-sommerton/profil/spieler/1305082,24.0,1390,Unknown,,,Unknown,Unknown,Centre-Back,,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Owen Dore,Defender,https://www.transfermarkt.co.uk/owen-dore/profil/spieler/1305079,19.0,840,Unknown,,,Unknown,Unknown,Centre-Back,,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Raynner Silva,Midfield,https://www.transfermarkt.co.uk/raynner-silva/profil/spieler/774586,23.0,45,Unknown,,1.78,left,London,Attacking Midfield,Central Midfield,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Josh Wakefield,Midfield,https://www.transfermarkt.co.uk/josh-wakefield/profil/spieler/225166,31.0,0,Unknown,,1.8,right,Frimley,Central Midfield,Attacking Midfield,Right Midfield,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Canice Carroll,Midfield,https://www.transfermarkt.co.uk/canice-carroll/profil/spieler/401313,25.0,270,Joined from Oxford City,https://www.transfermarkt.co.uk/oxford-city/startseite/verein/22563/saison_id/2024,1.82,right,Oxford,Defensive Midfield,Right-Back,Left-Back,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Theo Lewis,Midfield,https://www.transfermarkt.co.uk/theo-lewis/profil/spieler/106725,33.0,0,Unknown,,1.78,right,Oxford,Attacking Midfield,Central Midfield,Left Midfield,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Aaron McCreadie,Midfield,https://www.transfermarkt.co.uk/aaron-mccreadie/profil/spieler/745162,23.0,797,Unknown,,,Unknown,Oxford,Central Midfield,,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Brandon Liggett,Midfield,https://www.transfermarkt.co.uk/brandon-liggett/profil/spieler/1072525,18.0,61,On loan from Cheltenham Town,https://www.transfermarkt.co.uk/cheltenham-town/startseite/verein/3371/saison_id/2024,,right,Unknown,Central Midfield,Right-Back,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Bouwe Bosma,Midfield,https://www.transfermarkt.co.uk/bouwe-bosma/profil/spieler/509797,28.0,0,Unknown,,1.89,right,Liverpool,Defensive Midfield,Centre-Back,Right-Back,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
George Franklin,Midfield,https://www.transfermarkt.co.uk/george-franklin/profil/spieler/1091321,20.0,500,"On loan from Oxford United U18 until May 31, 2025",https://www.transfermarkt.co.uk/oxford-united-u18/kadernaechstesaison/verein/15791/saison_id/2024,,Unknown,Unknown,Defensive Midfield,Centre-Back,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Jordan Ragguette,Midfield,https://www.transfermarkt.co.uk/jordan-ragguette/profil/spieler/1305081,23.0,1398,Joined from AFC Totton,https://www.transfermarkt.co.uk/afc-totton/startseite/verein/20952/saison_id/2024,,Unknown,Unknown,Central Midfield,,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Jaden Pérez,Midfield,https://www.transfermarkt.co.uk/jaden-perez/profil/spieler/926037,23.0,767,Unknown,,1.78,right,Unknown,Central Midfield,,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Noah Coppin,Midfield,https://www.transfermarkt.co.uk/noah-coppin/profil/spieler/987036,,617,Unknown,,,Unknown,Unknown,Attacking Midfield,Centre-Forward,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Joshua Hedges,Midfield,https://www.transfermarkt.co.uk/joshua-hedges/profil/spieler/1305080,21.0,1440,Unknown,,,right,Oxford,Attacking Midfield,Right Winger,Centre-Forward,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Ronan Silva,Midfield,https://www.transfermarkt.co.uk/ronan-silva/profil/spieler/990204,24.0,706,Joined from Hayes & Yeading FC,https://www.transfermarkt.co.uk/hayes-amp-yeading-fc/startseite/verein/6908/saison_id/2024,1.78,right,London,Defensive Midfield,Attacking Midfield,Right-Back,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Ryan Penny,Midfield,https://www.transfermarkt.co.uk/ryan-penny/profil/spieler/1305568,24.0,399,Unknown,,,Unknown,Unknown,Central Midfield,,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Rafa Ramos,Attack,https://www.transfermarkt.co.uk/rafa-ramos/profil/spieler/1305078,29.0,142,Joined from Gosport Borough,https://www.transfermarkt.co.uk/gosport-borough/startseite/verein/20955/saison_id/2024,,Unknown,Unknown,Centre-Forward,,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Devon Arnold,Attack,https://www.transfermarkt.co.uk/devon-arnold/profil/spieler/644175,23.0,0,Unknown,,1.8,left,Winchester,Centre-Forward,,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Craig Fasanmade,Attack,https://www.transfermarkt.co.uk/craig-fasanmade/profil/spieler/636900,24.0,764,Joined from Chippenham Town ,https://www.transfermarkt.co.uk/chippenham-town/startseite/verein/21652/saison_id/2024,1.82,right,Unknown,Left Winger,Right Winger,,FC Salisbury,https://www.transfermarkt.co.uk/fc-salisbury/leistungsdaten/verein/56852
Mason Terry,Goalkeeper,https://www.transfermarkt.co.uk/mason-terry/profil/spieler/878645,20.0,1440,"On loan from West Ham United U21 until May 31, 2025",https://www.transfermarkt.co.uk/west-ham-united-u21/kadernaechstesaison/verein/9267/saison_id/2024,1.96,right,Canvey,Goalkeeper,,,Hornchurch FC,https://www.transfermarkt.co.uk/afc-hornchurch/leistungsdaten/verein/3868
Will Greenidge,Defender,https://www.transfermarkt.co.uk/will-greenidge/profil/spieler/530910,22.0,677,"On loan from Colchester United until Jan 1, 2025",https://www.transfermarkt.co.uk/colchester-united/kadernaechstesaison/verein/1060/saison_id/2024,,right,Unknown,Right-Back,Centre-Back,Right Midfield,Hornchurch FC,https://www.transfermarkt.co.uk/afc-hornchurch/leistungsdaten/verein/3868
Tommie Hoban,Defender,https://www.transfermarkt.co.uk/tommie-hoban/profil/spieler/183161,30.0,0,Unknown,,1.88,right,London,Centre-Back,Left-Back,,Hornchurch FC,https://www.transfermarkt.co.uk/afc-hornchurch/leistungsdaten/verein/3868
Kodi Lyons-Foster,Defender,https://www.transfermarkt.co.uk/kodi-lyons-foster/profil/spieler/291127,28.0,143,Joined from Worthing FC,https://www.transfermarkt.co.uk/worthing-fc/startseite/verein/8123/saison_id/2024,1.87,right,London,Centre-Back,Left-Back,Defensive Midfield,Hornchurch FC,https://www.transfermarkt.co.uk/afc-hornchurch/leistungsdaten/verein/3868
Nathan Green,Defender,https://www.transfermarkt.co.uk/nathan-green/profil/spieler/328296,32.0,563,Unknown,,1.86,left,London,Left-Back,Left Midfield,,Hornchurch FC,https://www.transfermarkt.co.uk/afc-hornchurch/leistungsdaten/verein/3868
Nathan Cooper,Defender,https://www.transfermarkt.co.uk/nathan-cooper/profil/spieler/922095,31.0,596,Unknown,,1.87,right,London,Centre-Back,,,Hornchurch FC,https://www.transfermarkt.co.uk/afc-hornchurch/leistungsdaten/verein/3868
Ryan Scott,Defender,https://www.transfermarkt.co.uk/ryan-scott/profil/spieler/834225,30.0,1530,Unknown,,,right,Aldershot,Centre-Back,Centre-Forward,,Hornchurch FC,https://www.transfermarkt.co.uk/afc-hornchurch/leistungsdaten/verein/3868
Bailey Clements,Defender,https://www.transfermarkt.co.uk/bailey-clements/profil/spieler/602545,24.0,396,Joined from Chesterfield FC,https://www.transfermarkt.co.uk/chesterfield-fc/startseite/verein/1219/saison_id/2024,1.88,left,Ipswich,Left-Back,,,Hornchurch FC,https://www.transfermarkt.co.uk/afc-hornchurch/leistungsdaten/verein/3868
Charlee Adams,Midfield,https://www.transfermarkt.co.uk/charlee-adams/profil/spieler/307419,29.0,917,Joined from Maidenhead United,https://www.transfermarkt.co.uk/maidenhead-united/startseite/verein/7123/saison_id/2024,1.8,right,London,Central Midfield,Right Midfield,Left Midfield,Hornchurch FC,https://www.transfermarkt.co.uk/afc-hornchurch/leistungsdaten/verein/3868
Ángelo Balanta,Midfield,https://www.transfermarkt.co.uk/angelo-balanta/profil/spieler/43696,34.0,777,Joined from Boreham Wood FC,https://www.transfermarkt.co.uk/boreham-wood-fc/startseite/verein/3867/saison_id/2024,1.79,left,Cali,Attacking Midfield,Left Winger,Right Winger,Hornchurch FC,https://www.transfermarkt.co.uk/afc-hornchurch/leistungsdaten/verein/3868
Emmanuel Harvest,Midfield,https://www.transfermarkt.co.uk/emmanuel-harvest/profil/spieler/966395,20.0,933,Joined from Leyton Orient,https://www.transfermarkt.co.uk/leyton-orient/startseite/verein/1150/saison_id/2024,1.8,right,Unknown,Defensive Midfield,,,Hornchurch FC,https://www.transfermarkt.co.uk/afc-hornchurch/leistungsdaten/verein/3868
Oliver Muldoon,Midfield,https://www.transfermarkt.co.uk/oliver-muldoon/profil/spieler/351666,29.0,152,Unknown,,1.83,left,Hornchurch,Central Midfield,Defensive Midfield,,Hornchurch FC,https://www.transfermarkt.co.uk/afc-hornchurch/leistungsdaten/verein/3868
